Matrix Key,Area,Asset,Canonical ID,Repository Filename,Media Type,Batch,Evidence Strength,Inclusion,Story Role,Narrative Story,Primary Narrative Section,Proposed Report Use,Qualification / Caution,Inspector Review,Inspector Note
Screen-REF-014,Surface - Screening,Screens / Screen Chutes,Screen-REF-014,Screen-REF-014.jpg,Photo,C,Supporting / Context,S,TOPOLOGY / ORIENTATION; PROCESS RELATIONSHIP,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-015,Surface - Screening,Screens / Screen Chutes,Screen-REF-015,Screen-REF-015.mp4,Video,C,Direct / Supporting video,S,OPERATING CONTEXT; MECHANISM,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting operating video showing wetting/runoff around the screen structure.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-016,Surface - Screening,Screens / Screen Chutes,Screen-REF-016,Screen-REF-016.mp4,Video,C,Direct dynamic,E,MECHANISM; OPERATING CONTEXT; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Essential direct video of active water spray/droplets escaping containment.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,ACCEPTED,
Screen-REF-017,Surface - Screening,Screens / Screen Chutes,Screen-REF-017,Screen-REF-017.mp4,Video,C,Direct dynamic,E,MECHANISM; OPERATING CONTEXT; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Essential wider dynamic evidence of substantial water spray/runoff and repeated wetting.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,ACCEPTED,
LoadoutStationL1-REF-001,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-001,LoadoutStationL1-REF-001.jpg,Photo,C,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-002,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-002,LoadoutStationL1-REF-002.jpg,Photo,C,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-003,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-003,LoadoutStationL1-REF-003.jpg,Photo,C,Direct,S,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration",Principal concrete spalling/exposed-reinforcement evidence.,"Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-004,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-004,LoadoutStationL1-REF-004.jpg,Photo,C,Direct / Supporting,E,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-005,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-005,LoadoutStationL1-REF-005.jpg,Photo,C,Direct,E,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration",Complementary close evidence of severe concrete loss and reinforcement exposure.,"Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-006,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-006,LoadoutStationL1-REF-006.jpg,Photo,C,Direct / Supporting,S,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-007,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-007,LoadoutStationL1-REF-007.jpg,Photo,C,Direct,E,MECHANISM; DEFECT / CONDITION; OPERATING CONTEXT,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration",Essential operating image showing historical wear slots beside a currently clear running belt.,"Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-008,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-008,LoadoutStationL1-REF-008.jpg,Photo,C,Direct,E,DEFECT / CONDITION; EXTENT / SEVERITY,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration",Principal steel section-loss/perforation evidence.,"Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-009,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-009,LoadoutStationL1-REF-009.jpg,Photo,C,Direct,E,DEFECT / CONDITION; EXTENT / SEVERITY,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-010,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-010,LoadoutStationL1-REF-010.jpg,Photo,C,Direct / Supporting,S,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-011,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-011,LoadoutStationL1-REF-011.jpg,Photo,C,Direct / Supporting,S,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-012,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-012,LoadoutStationL1-REF-012.jpg,Photo,C,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration",Strong coarse/mixed-product accumulation around structure.,"Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-013,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-013,LoadoutStationL1-REF-013.jpg,Photo,C,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration",Hero image of extensive product/fines accumulation across access/floor area.,"Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-014,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-014,LoadoutStationL1-REF-014.jpg,Photo,C,Direct / Supporting,S,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-015,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-015,LoadoutStationL1-REF-015.jpg,Photo,C,Direct / Supporting,S,EXTENT / SEVERITY; CONSEQUENCE,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL1-REF-016,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-016,LoadoutStationL1-REF-016.jpg,Photo,C,Context only,A,TOPOLOGY / ORIENTATION,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-017,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-017,LoadoutStationL1-REF-017.jpg,Photo,C,Direct,E,EXTENT / SEVERITY; PROCESS RELATIONSHIP,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Shows product accumulated at upper/adjacent structural elevations, supporting distributed consequence rather than floor-only deposits.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",ACCEPTED,
LoadoutStationL1-REF-018,Surface - Loading Station,L1 Conveyor,LoadoutStationL1-REF-018,LoadoutStationL1-REF-018.jpg,Photo,C,Direct,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP,"L1 spillage, historical belt contact and structural deterioration","19. L1 - Spillage, Historical Belt Contact and Structural Deterioration","Supporting evidence for l1 spillage, historical belt contact and structural deterioration.","Wear slots prove prior/intermittent contact; the captured belt is clear, so continuous current contact must not be claimed. Structural capacity cannot be determined from photographs.",PENDING,
LoadoutStationL2-REF-001,Surface - Loading Station,L2 Conveyor,LoadoutStationL2-REF-001,LoadoutStationL2-REF-001.jpg,Photo,E,Context / clean-condition baseline,A,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Supporting evidence for clean/no-significant-spillage comparator.,Time-specific inspection baseline only; does not prove L2 can never spill. Photo and video share numeric REF-005 and must remain distinguished by filename/media type.,ACCEPTED,
LoadoutStationL2-REF-002,Surface - Loading Station,L2 Conveyor,LoadoutStationL2-REF-002,LoadoutStationL2-REF-002.jpg,Photo,E,Context / clean-condition baseline,A,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Supporting evidence for clean/no-significant-spillage comparator.,Time-specific inspection baseline only; does not prove L2 can never spill. Photo and video share numeric REF-005 and must remain distinguished by filename/media type.,ACCEPTED,
LoadoutStationL2-REF-003,Surface - Loading Station,L2 Conveyor,LoadoutStationL2-REF-003,LoadoutStationL2-REF-003.jpg,Photo,E,Context / clean-condition baseline,A,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Supporting evidence for clean/no-significant-spillage comparator.,Time-specific inspection baseline only; does not prove L2 can never spill. Photo and video share numeric REF-005 and must remain distinguished by filename/media type.,ACCEPTED,
LoadoutStationL2-REF-004,Surface - Loading Station,L2 Conveyor,LoadoutStationL2-REF-004,LoadoutStationL2-REF-004.jpg,Photo,E,Direct inspected-condition baseline,E,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Preferred L2 clean-condition comparator.,Time-specific inspection baseline only; does not prove L2 can never spill. Photo and video share numeric REF-005 and must remain distinguished by filename/media type.,ACCEPTED,
LoadoutStationL2-REF-005,Surface - Loading Station,L2 Conveyor,LoadoutStationL2-REF-005,LoadoutStationL2-REF-005.jpg,Photo,E,Direct inspected-condition baseline,S,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Second clean access/conveyor comparator retained for layout choice.,Time-specific inspection baseline only; does not prove L2 can never spill. Photo and video share numeric REF-005 and must remain distinguished by filename/media type.,PENDING,
LoadoutStationL2-REF-005 [video],Surface - Loading Station,L2 Conveyor,LoadoutStationL2-REF-005,LoadoutStationL2-REF-005.mp4,Video,E,Supporting / Direct inspected-condition baseline,A,COMPARATOR / CLEAN CONDITION; OPERATING CONTEXT,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Video record of the inspected clean/contained operating condition; appendix/reference unless a dynamic comparator is needed.,Time-specific inspection baseline only; does not prove L2 can never spill. Photo and video share numeric REF-005 and must remain distinguished by filename/media type.,ACCEPTED,
LoadoutStationL2-REF-006,Surface - Loading Station,L2 Conveyor,LoadoutStationL2-REF-006,LoadoutStationL2-REF-006.jpg,Photo,E,Context / clean-condition baseline,A,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Supporting evidence for clean/no-significant-spillage comparator.,Time-specific inspection baseline only; does not prove L2 can never spill. Photo and video share numeric REF-005 and must remain distinguished by filename/media type.,ACCEPTED,
LoadoutStationL3-REF-001,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-001,LoadoutStationL3-REF-001.jpg,Photo,B,Supporting / source-recorded alignment observation,E,MECHANISM; DEFECT / CONDITION,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Essential image supporting the recorded tail-end offset while preserving the need for quantitative alignment measurement.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,ACCEPTED,
LoadoutStationL3-REF-002,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-002,LoadoutStationL3-REF-002.jpg,Photo,B,Context / Supporting,S,TOPOLOGY / ORIENTATION; EXTENT / SEVERITY,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Supporting evidence for alignment concern with separate fines accumulation.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,PENDING,
LoadoutStationL3-REF-003,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-003,LoadoutStationL3-REF-003.jpg,Photo,B,Context / Supporting,S,TOPOLOGY / ORIENTATION; MECHANISM,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Internal belt/idler geometry supporting alignment context.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,PENDING,
LoadoutStationL3-REF-004,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-004,LoadoutStationL3-REF-004.jpg,Photo,B,Context,A,TOPOLOGY / ORIENTATION,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Supporting evidence for alignment concern with separate fines accumulation.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,ACCEPTED,
LoadoutStationL3-REF-005,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-005,LoadoutStationL3-REF-005.jpg,Photo,B,Context,A,TOPOLOGY / ORIENTATION,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Supporting evidence for alignment concern with separate fines accumulation.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,ACCEPTED,
LoadoutStationL3-REF-006,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-006,LoadoutStationL3-REF-006.jpg,Photo,B,Context,A,TOPOLOGY / ORIENTATION,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Supporting evidence for alignment concern with separate fines accumulation.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,ACCEPTED,
LoadoutStationL3-REF-007,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-007,LoadoutStationL3-REF-007.jpg,Photo,B,Direct,E,DEFECT / CONDITION; CONSEQUENCE,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Principal dry-fines/carryback contamination image.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,ACCEPTED,
LoadoutStationL3-REF-008,Surface - Loading Station,L3 Conveyor,LoadoutStationL3-REF-008,LoadoutStationL3-REF-008.jpg,Photo,B,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Alignment concern with separate fines accumulation,16. L3 - Alignment Concern Without Proven Solid-Product Causal Chain,Supporting lower-deck fines/small-fragment accumulation.,Offset is visually supported but unmeasured; current record does not establish a direct causal chain to significant solid/lump-product loss.,PENDING,
LoadoutStationL4-REF-001,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-001,LoadoutStationL4-REF-001.jpg,Photo,E,Context / Supporting baseline,S,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Clean main-walkway context supporting localised rather than widespread classification.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,PENDING,
LoadoutStationL4-REF-002,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-002,LoadoutStationL4-REF-002.jpg,Photo,E,Context,A,TOPOLOGY / ORIENTATION,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for localised dry fines/lump-product accumulation.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,ACCEPTED,
LoadoutStationL4-REF-003,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-003,LoadoutStationL4-REF-003.jpg,Photo,E,Direct,E,DEFECT / CONDITION; EXTENT / SEVERITY,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Principal localised fines/lump-product accumulation in lower side channels/support structure.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,ACCEPTED,
LoadoutStationL4-REF-004,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-004,LoadoutStationL4-REF-004.jpg,Photo,E,Direct,E,DEFECT / CONDITION; EXTENT / SEVERITY,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Complementary localised-spillage view.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,ACCEPTED,
LoadoutStationL4-REF-005,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-005,LoadoutStationL4-REF-005.jpg,Photo,E,Context / Supporting baseline,S,COMPARATOR / CLEAN CONDITION; CONSEQUENCE,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for localised dry fines/lump-product accumulation.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,PENDING,
LoadoutStationL4-REF-006,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-006,LoadoutStationL4-REF-006.jpg,Photo,E,Context,A,TOPOLOGY / ORIENTATION,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for localised dry fines/lump-product accumulation.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,ACCEPTED,
LoadoutStationL4-REF-007,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-007,LoadoutStationL4-REF-007.jpg,Photo,E,Direct operating context / Supporting,S,OPERATING CONTEXT; PROCESS RELATIONSHIP,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Loaded-belt context showing coarse product generally contained at the captured instant with residual deposits below.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,PENDING,
LoadoutStationL4-REF-008,Surface - Loading Station,L4 Conveyor,LoadoutStationL4-REF-008,LoadoutStationL4-REF-008.jpg,Photo,E,Direct operating context / Supporting,S,OPERATING CONTEXT; PROCESS RELATIONSHIP,Localised dry fines/lump-product accumulation,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for localised dry fines/lump-product accumulation.,Stills verify accumulated spillage but not the exact instantaneous material-fall mechanism.,PENDING,
LoadoutStationSample1-REF-001,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-001,LoadoutStationSample1-REF-001.jpg,Photo,E,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Supporting evidence for extensive multi-level accumulation and sticky/moist deposition history.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,PENDING,
LoadoutStationSample1-REF-002,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-002,LoadoutStationSample1-REF-002.jpg,Photo,E,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,"Shows spillage affecting stairs/access grating, supporting operational consequence.",Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,ACCEPTED,
LoadoutStationSample1-REF-003,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-003,LoadoutStationSample1-REF-003.jpg,Photo,E,Direct / Supporting,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Supporting evidence for extensive multi-level accumulation and sticky/moist deposition history.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,PENDING,
LoadoutStationSample1-REF-004,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-004,LoadoutStationSample1-REF-004.jpg,Photo,E,Direct,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Distributed material on beams at multiple elevations; proves spillage is not floor-only.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,PENDING,
LoadoutStationSample1-REF-005,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-005,LoadoutStationSample1-REF-005.jpg,Photo,E,Direct physical condition / Supporting wet-sticky history,E,DEFECT / CONDITION; MECHANISM; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Essential adhered/dried deposit with run/drip morphology supporting sticky/moist deposition history.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,ACCEPTED,
LoadoutStationSample1-REF-006,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-006,LoadoutStationSample1-REF-006.jpg,Photo,E,Direct physical condition / Supporting wet-sticky history,S,DEFECT / CONDITION; MECHANISM; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Supporting evidence for extensive multi-level accumulation and sticky/moist deposition history.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,PENDING,
LoadoutStationSample1-REF-007,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-007,LoadoutStationSample1-REF-007.jpg,Photo,E,Direct,E,EXTENT / SEVERITY; PROCESS RELATIONSHIP; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Wider distributed accumulation across multiple structural levels.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,ACCEPTED,
LoadoutStationSample1-REF-008,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-008,LoadoutStationSample1-REF-008.jpg,Photo,E,Direct,E,CONSEQUENCE; EXTENT / SEVERITY,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Essential coarse-product spillage across access grating.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,ACCEPTED,
LoadoutStationSample1-REF-009,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-009,LoadoutStationSample1-REF-009.jpg,Photo,E,Direct,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Supporting evidence for extensive multi-level accumulation and sticky/moist deposition history.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,PENDING,
LoadoutStationSample1-REF-010,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-010,LoadoutStationSample1-REF-010.jpg,Photo,E,Direct,E,EXTENT / SEVERITY; PROCESS RELATIONSHIP; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Strong extensive accumulation within lower/adjacent structure.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,ACCEPTED,
LoadoutStationSample1-REF-011,Surface - Loading Station,Sample Conveyor 1,LoadoutStationSample1-REF-011,LoadoutStationSample1-REF-011.jpg,Photo,E,Direct,E,EXTENT / SEVERITY; PROCESS RELATIONSHIP; CONSEQUENCE,Extensive multi-level accumulation and sticky/moist deposition history,8. Fines Are Being Lost Progressively / 13. Sample Conveyors / Supporting Consequences,Hero evidence of very large coarse/lump-product accumulation retained within surrounding structure.,Active wetness and exact moisture source are not proven by the stills. Distributed deposits are proven; not every deposit can be attributed specifically to carryback.,ACCEPTED,
